"name","item","start_col","end_col","alignment","padding","data_type","width","name_literal","default","allow_unlimited_text","parent","section","source","year_added","version_added","year_retired","version_retired","include_incidence","include_confidential","include_abstract"
"perineuralInvasion",3909,1802,1802,"left"," ","digits",1,"Perineural Invasion",,FALSE,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"peripheralBloodInvolvement",3910,1908,1908,"left"," ","digits",1,"Peripheral Blood Involvement",,FALSE,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"peritonealCytology",3911,1813,1813,"left"," ","digits",1,"Peritoneal Cytology",,FALSE,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"pleuralEffusion",3913,1926,1926,"left"," ","digits",1,"Pleural Effusion",,FALSE,"Tumor","Stage/Prognostic Factors","NAACCR",,,,,TRUE,TRUE,TRUE
"progesteroneRecepPrcntPosOrRange",3914,1784,1786,"left"," ","text",3,"Progesterone Receptor Percent Positive or Range",,FALSE,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"progesteroneRecepSummary",3915,1750,1750,"left"," ","digits",1,"Progesterone Receptor Summary",,FALSE,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"progesteroneRecepTotalAllredScor",3916,1787,1788,"left"," ","text",2,"Progesterone Receptor Total Allred Score",,FALSE,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"primarySclerosingCholangitis",3917,1831,1831,"left"," ","digits",1,"Primary Sclerosing Cholangitis",,FALSE,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"profoundImmuneSuppression",3918,1907,1907,"left"," ","digits",1,"Profound Immune Suppression",,FALSE,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"prostatePathologicalExtension",3919,1941,1943,"left"," ","text",3,"EOD Prostate Pathologic Extension",,FALSE,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"psaLabValue",3920,1944,1948,"right"," ","text",5,"PSA (Prostatic Specific Antigen) Lab Value",,FALSE,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"residualTumVolPostCytoreduction",3921,1920,1921,"left"," ","digits",2,"Residual Tumor Volume Post Cytoreduction",,FALSE,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"responseToNeoadjuvantTherapy",3922,1751,1751,"left"," ","digits",1,"Response to Neoadjuvant Therapy",,FALSE,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"sCategoryClinical",3923,1985,1985,"left"," ","digits",1,"S Category Clinical",,FALSE,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"sCategoryPathological",3924,1986,1986,"left"," ","digits",1,"S Category Pathological",,FALSE,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"sarcomatoidFeatures",3925,1836,1838,"left"," ","text",3,"Sarcomatoid Features",,FALSE,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"schemaDiscriminator1",3926,1731,1731,"left"," ","text",1,"Schema Discriminator 1",,FALSE,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"schemaDiscriminator2",3927,1732,1732,"left"," ","text",1,"Schema Discriminator 2",,FALSE,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"schemaDiscriminator3",3928,1733,1733,"left"," ","text",1,"Schema Discriminator 3",,FALSE,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"separateTumorNodules",3929,1866,1866,"left"," ","digits",1,"Separate Tumor Nodules",,FALSE,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"serumAlbuminPretreatmentLevel",3930,1917,1917,"left"," ","digits",1,"Serum Albumin Pretreatment Level",,FALSE,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"serumBeta2MicroglobulinPretxLvl",3931,1918,1918,"left"," ","digits",1,"Serum Beta-2 Microglobulin Pretreatment Level",,FALSE,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"ldhPretreatmentLabValue",3932,1898,1904,"right"," ","text",7,"LDH Lab Value",,FALSE,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"thrombocytopenia",3933,1914,1914,"left"," ","digits",1,"Thrombocytopenia",,FALSE,"Tumor","Stage/Prognostic Factors","NAACCR",,,,,TRUE,TRUE,TRUE
"tumorDeposits",3934,1803,1804,"left"," ","text",2,"Tumor Deposits",,FALSE,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"tumorGrowthPattern",3935,1832,1832,"left"," ","digits",1,"Tumor Growth Pattern",,FALSE,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"ulceration",3936,1905,1905,"left"," ","digits",1,"Ulceration",,FALSE,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"visceralParietalPleuralInvasion",3937,1867,1867,"left"," ","digits",1,"Visceral and Parietal Pleural Invasion",,FALSE,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"alkRearrangement",3938,,,"left"," ","text",1,"ALK Rearrangement",,FALSE,"Tumor","Stage/Prognostic Factors",,,,,,TRUE,TRUE,TRUE
"egfrMutationalAnalysis",3939,,,"left"," ","text",1,"EGFR Mutational Analysis",,FALSE,"Tumor","Stage/Prognostic Factors",,,,,,TRUE,TRUE,TRUE
"brafMutationalAnalysis",3940,,,"left"," ","text",1,"BRAF Mutational Analysis",,FALSE,"Tumor","Stage/Prognostic Factors",,,,,,TRUE,TRUE,TRUE
"nrasMutationalAnalysis",3941,,,"left"," ","text",1,"NRAS Mutational Analysis",,FALSE,"Tumor","Stage/Prognostic Factors",,,,,,TRUE,TRUE,TRUE
"ca199PretxLabValue",3942,,,"left"," ","text",6,"CA 19-9 PreTX Lab Value",,FALSE,"Tumor","Stage/Prognostic Factors",,,,,,TRUE,TRUE,TRUE
"ncdbSarsCov2Test",3943,,,"left"," ","digits",1,"NCDB--SARSCoV2--Test",,FALSE,"Patient","Special Use",,,,,,TRUE,TRUE,TRUE
"ncdbSarsCov2Pos",3944,,,"left"," ","digits",1,"NCDB--SARSCoV2--Pos",,FALSE,"Patient","Special Use",,,,,,TRUE,TRUE,TRUE
"ncdbSarsCov2PosDate",3945,,,"left"," ","date",8,"NCDB--SARSCoV2--Pos Date",,FALSE,"Patient","Special Use",,,,,,TRUE,TRUE,TRUE
"ncdbCovid19TxImpact",3946,,,"left"," ","digits",1,"NCDB--COVID19--Tx Impact",,FALSE,"Tumor","Special Use",,,,,,TRUE,TRUE,TRUE
"pathReportingFacId1",7010,6155,6179,"left"," ","text",25,"Path Reporting Fac ID 1",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,FALSE,TRUE
"pathReportingFacId2",7011,6261,6285,"left"," ","text",25,"Path Reporting Fac ID 2",,FALSE,"Tumor","Pathology","HL7",,,,,FALSE,FALSE,TRUE
"pathReportingFacId3",7012,6367,6391,"left"," ","text",25,"Path Reporting Fac ID 3",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,FALSE,TRUE
"pathReportingFacId4",7013,6473,6497,"left"," ","text",25,"Path Reporting Fac ID 4",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,FALSE,TRUE
"pathReportingFacId5",7014,6579,6603,"left"," ","text",25,"Path Reporting Fac ID 5",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,FALSE,TRUE
"pathReportNumber1",7090,6180,6199,"left"," ","text",20,"Path Report Number 1",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,FALSE,TRUE
"pathReportNumber2",7091,6286,6305,"left"," ","text",20,"Path Report Number 2",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,FALSE,TRUE
"pathReportNumber3",7092,6392,6411,"left"," ","text",20,"Path Report Number 3",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,FALSE,TRUE
"pathReportNumber4",7093,6498,6517,"left"," ","text",20,"Path Report Number 4",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,FALSE,TRUE
"pathReportNumber5",7094,6604,6623,"left"," ","text",20,"Path Report Number 5",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,FALSE,TRUE
"pathOrderPhysLicNo1",7100,6241,6260,"left"," ","text",20,"Path Order Phys Lic No 1",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,FALSE,TRUE
"pathOrderPhysLicNo2",7101,6347,6366,"left"," ","text",20,"Path Order Phys Lic No 2",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,FALSE,TRUE
"pathOrderPhysLicNo3",7102,6453,6472,"left"," ","text",20,"Path Order Phys Lic No 3",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,FALSE,TRUE
"pathOrderPhysLicNo4",7103,6559,6578,"left"," ","text",20,"Path Order Phys Lic No 4",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,FALSE,TRUE
"pathOrderPhysLicNo5",7104,6665,6684,"left"," ","text",20,"Path Order Phys Lic No 5",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,FALSE,TRUE
"pathOrderingFacNo1",7190,6216,6240,"left"," ","text",25,"Path Ordering Fac No 1",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,FALSE,TRUE
"pathOrderingFacNo2",7191,6322,6346,"left"," ","text",25,"Path Ordering Fac No 2",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,FALSE,TRUE
"pathOrderingFacNo3",7192,6428,6452,"left"," ","text",25,"Path Ordering Fac No 3",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,FALSE,TRUE
"pathOrderingFacNo4",7193,6534,6558,"left"," ","text",25,"Path Ordering Fac No 4",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,FALSE,TRUE
"pathOrderingFacNo5",7194,6640,6664,"left"," ","text",25,"Path Ordering Fac No 5",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,FALSE,TRUE
"pathDateSpecCollect1",7320,6200,6213,"left"," ","date",14,"Path Date Spec Collect 1",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,FALSE,TRUE
"pathDateSpecCollect2",7321,6306,6319,"left"," ","date",14,"Path Date Spec Collect 2",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,FALSE,TRUE
"pathDateSpecCollect3",7322,6412,6425,"left"," ","date",14,"Path Date Spec Collect 3",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,FALSE,TRUE
"pathDateSpecCollect4",7323,6518,6531,"left"," ","date",14,"Path Date Spec Collect 4",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,FALSE,TRUE
"pathDateSpecCollect5",7324,6624,6637,"left"," ","date",14,"Path Date Spec Collect 5",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,FALSE,TRUE
"pathReportType1",7480,6214,6215,"right","0","digits",2,"Path Report Type 1",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,FALSE,TRUE
"pathReportType2",7481,6320,6321,"right","0","digits",2,"Path Report Type 2",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,FALSE,TRUE
"pathReportType3",7482,6426,6427,"right","0","digits",2,"Path Report Type 3",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,FALSE,TRUE
"pathReportType4",7483,6532,6533,"right","0","digits",2,"Path Report Type 4",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,FALSE,TRUE
"pathReportType5",7484,6638,6639,"right","0","digits",2,"Path Report Type 5",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,FALSE,TRUE
